10000 100000
642 8962 9
8581 126 8
7795 808 5
7886 9172 2
5946 2644 5
3165 4572 4
6333 6177 7
222 4154 3
4226 7427 3
1120 3151 7
8953 2251 1
5935 4762 2
6060 2420 9
211 8693 9
9375 8887 9
844 1672 1
2161 2129 7
2877 2937 4
9200 845 2
6188 9334 1
3399 6330 8
5503 1713 7
2441 3926 7
437 2892 3
9177 4292 6
7972 5364 7
3666 5097 10
7961 3075 4
8855 7281 9
7420 3176 2
8687 4038 3
1474 7201 9
1863 5721 3
7260 7160 4
6668 1682 3
4532 1263 4
1972 6247 9
9135 5017 9
2850 1347 2
2269 7332 3
4550 4574 7
4941 1430 7
4780 7063 10
2450 8961 2
9353 2333 7
737 2591 2
8140 5707 8
1739 7091 4
8465 2498 3
9442 4881 10
6738 2512 8
4693 8703 9
7548 7626 10
4652 4258 4
5750 9670 10
3326 6891 7
3471 6430 8
3891 2813 7
4334 4981 4
2917 1619 9
3985 1589 2
9647 4745 5
4913 2128 10
7517 1911 1
4801 4349 4
7098 2711 8
682 2810 6
3314 807 2
5350 6587 5
5277 2394 9
1664 6590 4
1279 5850 6
6583 8182 9
364 9186 2
230 6005 4
3510 5112 8
7156 7917 6
3905 5221 1
7458 597 10
7757 9767 4
4576 9792 3
4735 4104 1
2931 4043 2
3478 1562 7
9519 7129 5
233 5548 3
5609 3168 8
5542 7780 9
4207 9691 2
5135 5873 3
7839 642 8
1724 2468 4
7611 8126 4
3556 940 7
1118 2710 5
6310 8501 2
2944 8486 4
9482 8802 7
8670 7904 4
6251 7001 7
5567 1530 2
9567 8157 9
1381 5793 8
5425 6146 3
5617 6535 4
8438 7591 8
963 9480 4
9118 1305 8
1641 794 3
6538 8569 9
49 7583 5
4656 8083 4
1590 51 9
4279 3658 2
7822 896 8
3114 836 3
8014 1306 9
2114 2974 1
6214 9574 7
4636 1211 6
445 3975 8
3147 1990 10
5506 6391 8
9177 6081 1
3913 9284 2
7516 1222 3
7275 7736 5
5739 6235 7
2576 1921 8
6640 5466 5
8676 5304 1
3388 2956 4
8422 4945 3
3166 2562 1
4318 4566 1
771 4312 7
3655 6995 6
8925 576 9
6368 8642 6
3691 9280 1
4049 5219 10
7599 1733 5
5071 3830 2
1880 58 6
3394 4878 6
3201 2228 5
2723 1406 4
3377 5315 7
1403 2358 8
1815 5115 2
7222 4768 10
37 5247 4
2423 6570 9
9050 5958 7
1932 6672 4
2127 1718 4
7793 2399 7
9121 9685 7
6112 3178 7
5001 536 10
1919 5901 1
5391 1497 5
4054 9643 3
1881 2778 9
8957 9100 10
5405 3671 9
4245 61 9
2656 3941 3
209 6232 4
209 7406 6
3037 5615 2
8351 1929 9
385 6900 10
398 761 4
3410 5175 1
4245 184 5
5374 6029 4
2478 6773 3
6467 362 9
2532 7874 2
9563 6255 2
5219 8460 2
4915 6530 3
2802 4460 1
5903 1204 10
8971 9687 8
6742 8196 6
4131 1020 9
3380 2575 1
9671 7567 9
3780 2758 1
2533 4582 8
1808 4438 10
3099 340 2
432 9417 1
57 8849 1
5438 7543 2
4166 5254 10
5077 2061 2
959 3130 3
7704 3522 3
2196 1567 8
102 3408 2
6537 4602 4
5230 1023 1
704 7378 2
9550 1659 10
710 9914 6
9208 8523 6
1416 1766 1
8994 5419 4
7263 8452 2
9410 895 8
8573 9010 3
1287 7326 1
3352 3067 6
6676 8688 1
3008 2938 3
2641 1669 1
5569 7598 10
5106 8739 2
8262 1106 1
8785 7866 6
1728 7678 2
5690 9543 10
9091 6424 10
4054 3603 1
462 3986 6
344 3481 1
6344 114 3
5431 81 10
4538 3359 9
8546 3496 3
4783 2946 1
7080 3120 2
243 7206 3
6297 168 8
6584 1772 10
7590 4188 2
1287 8360 6
89 9449 6
4169 2389 3
5193 950 3
5605 3323 9
5482 6171 9
7065 4286 3
726 8695 7
3629 4434 6
7885 7 10
8766 7206 8
7974 2005 2
381 3194 5
2265 3764 7
3561 1918 10
4240 2648 7
8414 5145 4
8347 9468 9
7629 8530 6
6094 390 9
3644 1191 10
245 9506 7
4790 8087 1
3049 3603 8
3262 2936 5
4894 3069 4
1171 2029 9
5990 744 10
6618 9177 7
6452 7520 1
8051 7781 3
9308 7004 1
3016 4980 9
281 2540 1
3950 6831 9
1391 7895 4
3436 775 5
2306 9751 1
4356 9770 4
9874 3417 7
9071 5774 1
8255 5869 9
5472 2358 8
7651 2552 9
7691 3165 4
8294 8986 3
2609 2814 4
7146 834 5
6753 177 1
2693 4529 9
7677 2610 9
9303 1382 2
4854 5787 10
5101 1580 4
8191 3218 10
1345 6902 7
5563 1772 2
1613 1157 7
3851 1800 4
7462 3925 8
1525 1569 2
560 1732 8
6362 9189 8
4557 8869 2
2038 7770 1
7508 5769 10
9127 6119 10
2914 7581 9
1552 8578 7
5194 5221 6
3780 7326 5
6731 4664 4
3796 9499 9
9273 2076 9
9119 5742 2
1921 7625 2
7278 7879 8
3967 1254 4
9359 9982 4
2344 9928 10
9446 8221 1
200 8600 9
84 9167 9
3852 8549 4
6041 1549 10
2303 6191 1
4308 2645 4
3900 8373 1
155 896 5
3371 2185 3
4004 7611 3
4625 8602 3
9588 168 7
2242 8130 7
1625 8879 10
6947 8266 2
5988 7357 1
8775 5757 6
639 3147 8
2282 414 2
9625 2117 9
3399 5927 7
9068 5304 2
5848 539 7
2845 6758 3
6404 8141 4
3209 674 6
9293 405 9
1847 6577 2
1181 1463 9
9031 8106 3
2892 6247 8
8660 6703 5
9523 8726 4
9634 841 10
4252 7211 8
1741 1685 1
5597 7655 10
3433 5516 7
6577 34 3
2169 9370 8
3854 1488 8
8614 7695 8
3964 1487 8
6482 4299 4
5741 7484 5
201 9788 5
7141 9697 6
4077 8666 9
7794 217 1
5414 1119 1
995 8625 4
6681 1172 8
6883 8869 4
3413 6923 2
466 2158 10
2788 6966 4
6149 6701 10
7726 3692 10
5248 2066 1
1936 4710 1
8337 9093 6
8210 5268 5
8115 3638 8
4456 4469 4
3725 2882 2
3157 2367 4
5157 7011 2
9712 9209 1
3380 2191 5
2660 9111 6
1522 6239 4
3879 4591 10
6098 6983 3
2763 278 7
3094 1843 7
1675 4132 6
3738 4173 3
1259 5875 4
983 2947 3
3889 2044 10
1498 4861 3
3325 6664 2
9795 3938 7
652 3442 5
9998 9170 10
7480 8102 7
3129 7461 7
3080 1684 7
3673 9459 3
2487 283 8
2330 6439 3
2305 7560 3
9796 2793 4
673 1955 8
1250 6270 6
4186 2433 7
4928 8225 1
3443 2124 6
9142 9496 8
4601 3786 10
6787 1536 6
5935 5287 9
4941 7030 2
1836 6169 6
9375 1347 1
7433 2249 7
6470 2952 3
7303 3920 3
5290 4857 1
7111 1105 9
312 5436 6
8373 8018 7
2045 4394 9
8211 5598 3
3222 3185 4
3491 2517 2
450 3283 3
111 759 1
3775 1142 10
4244 8856 10
6394 9812 8
7202 7879 4
5795 9882 5
5250 7700 2
1420 6956 9
6722 5757 2
8432 5303 6
6269 4647 2
2949 4902 8
9156 5160 3
6816 1139 4
1671 985 5
5387 8047 9
9553 6683 9
7794 2126 6
7149 4803 1
2309 2195 10
8768 4540 10
1881 6109 7
7780 4462 5
366 642 5
9232 5180 5
2303 4124 7
6626 859 1
1463 7059 3
7637 2927 3
7510 5348 3
7130 2533 4
5720 4445 4
8475 6715 9
5251 6495 6
8038 1353 8
402 3487 8
2189 755 3
9277 9910 2
6811 2685 8
6206 1487 1
552 4004 7
9311 8703 4
459 1160 3
1441 8871 8
5637 6310 2
6858 5090 2
7759 2805 7
626 2851 5
9937 3055 4
4723 8743 9
4740 602 4
8664 5981 6
5368 1971 5
1543 70 5
6647 5925 10
1595 5934 7
7242 8708 7
2052 279 6
1844 7733 7
4563 4312 6
2323 9440 1
8476 4397 6
3144 1504 8
1553 5730 6
729 1747 3
7568 9171 5
9001 6858 5
632 4501 7
4924 4021 1
7985 4407 5
9794 7320 9
6219 1634 10
370 8416 7
3534 1011 10
6372 6360 4
7306 4297 5
606 4563 2
667 2243 9
2283 7218 1
6068 4317 9
1295 8126 5
2851 8051 5
2588 1953 1
8195 7160 8
8970 3153 9
968 5608 1
4173 4506 6
7245 2108 5
218 8784 1
6334 7201 7
6556 7644 1
2015 3117 6
2180 7618 9
1970 1545 3
8191 228 6
1804 822 1
9198 4444 4
7494 8495 5
3685 8543 1
8760 4822 10
7870 1457 9
8931 2018 8
8151 3892 4
8930 9531 2
188 7703 5
7540 2028 5
6288 4552 9
4311 9556 8
7406 2128 9
6648 5991 10
3136 6018 2
6369 6370 7
967 3138 7
1871 255 4
6056 2061 2
4773 7139 3
6724 4145 2
3123 2544 1
5290 4945 1
6105 7047 4
9316 426 3
238 2919 1
2474 8054 5
3347 9426 3
2562 4348 8
1196 2480 10
4096 4033 8
5212 7559 10
6942 2337 5
2700 3350 4
7231 9909 10
6402 6631 4
3984 3435 8
5094 2452 6
7342 7282 4
4323 744 9
837 1754 7
8464 3886 9
4954 463 2
9016 6455 6
6074 242 6
2041 3321 2
6581 9367 5
6386 3033 4
5589 739 9
5266 845 7
3308 2077 2
1091 1807 5
8305 2118 3
8163 7601 6
5305 4435 4
57 6755 3
3520 1522 2
668 871 5
7999 7691 10
440 6358 8
4359 6182 8
6786 8539 3
9594 2644 2
2941 1115 6
687 67 4
5697 936 5
9497 8350 7
273 7279 3
3806 5102 6
4312 7104 8
8165 6098 7
1075 8724 5
8808 964 1
6692 1133 3
9590 4184 9
9397 3881 1
5569 9010 4
5241 661 2
1261 636 4
8638 3239 7
3905 4278 1
4312 4917 4
7356 5536 1
5459 3086 4
2452 6653 3
7653 9342 6
4565 633 9
6260 6404 10
9133 9741 5
66 3363 2
5924 6792 10
8210 1085 6
9095 3416 7
7101 5168 4
696 540 4
2052 1428 3
3090 716 4
8751 1735 2
5 919 10
8088 2453 8
1303 5007 2
7802 6065 6
4359 6804 7
1808 9270 2
9388 4388 3
2202 3284 9
6403 435 5
4643 4515 4
3081 4389 9
1744 5444 4
9138 4021 9
1399 2794 9
3871 4623 2
6329 5378 10
7398 99 6
7370 6155 9
9142 4532 4
4469 1544 9
703 1003 5
4927 3638 5
9348 9481 8
2364 484 10
9290 4509 5
7643 9685 1
4286 7095 10
5723 9115 9
1408 4716 2
6373 54 8
194 3363 9
2967 8575 6
5494 4875 3
9226 6093 3
208 8198 9
2443 540 3
9648 5543 10
5703 6002 8
2189 2109 3
1993 3910 2
6009 6432 3
6395 9628 6
16 2623 3
6251 6330 1
2734 4660 4
8231 942 7
3552 4618 8
2744 4402 8
5140 2384 10
2638 5824 9
558 2633 5
6808 3526 9
2722 5378 8
328 595 7
5452 6009 6
9024 6103 1
7483 7649 1
4975 7726 6
3018 4546 8
1390 2919 5
3333 2359 5
3503 9528 1
7979 9118 2
9619 2636 7
3330 5818 1
7291 1956 10
6280 244 6
6120 1196 5
8432 8756 2
8897 3305 6
8293 3284 7
8040 9102 1
4214 2633 6
7719 2289 5
6151 6500 2
2788 2104 6
9092 7887 4
8023 1847 7
5283 3590 2
5447 8662 7
7820 4765 1
3418 7745 5
8969 8060 6
3168 8791 6
4967 8450 10
7525 7388 7
2649 1307 5
655 4941 8
8481 4904 10
3373 4030 1
6009 8794 6
4528 41 4
2117 6308 9
4414 2759 6
4550 165 9
2286 7708 3
5674 3564 10
9993 707 8
395 9660 10
4544 2592 5
7861 6540 10
1747 8914 1
9006 4842 8
5751 8728 8
6641 2223 2
5923 4934 2
9038 1087 10
3066 4188 10
8443 1898 6
6532 3146 8
8126 2205 7
4320 1488 10
9499 8834 3
9495 4479 6
9607 8240 3
9755 7478 7
8497 5797 3
8601 6229 9
919 4708 1
8544 2397 9
7393 9264 6
7629 6153 2
1944 884 1
6116 1381 10
7267 4822 3
1670 2595 5
442 5218 6
6726 9685 5
691 1490 10
414 6547 5
5909 5135 7
3090 3531 1
6537 4378 6
4960 2885 5
1548 889 3
1182 298 1
1969 6751 9
6495 6977 2
8865 5384 5
2675 9680 7
2968 9608 10
1857 7763 6
5864 4065 4
5164 6942 7
5756 2205 3
2320 1722 8
6301 9996 4
8107 2025 4
5747 1708 1
2091 3595 2
8306 1290 9
3280 992 7
8833 4663 6
9273 2597 5
4998 9936 8
6280 1230 8
642 6050 2
2495 3510 4
5800 1192 9
3158 1264 8
5939 8341 3
6513 1595 1
6389 3780 4
8003 3908 6
120 4993 4
2979 4372 2
2346 3740 6
5715 3611 1
4642 5387 1
5377 5899 2
7686 793 7
2213 3056 7
1873 4553 8
3182 9917 5
5423 5998 3
2917 3604 3
3044 8793 1
7827 2278 4
7686 1425 10
7144 1632 9
9820 5903 2
6704 5586 8
4712 4444 10
722 782 4
8643 9164 7
714 934 3
7374 3676 9
6460 4553 5
4423 6695 2
8394 3239 8
4365 2860 8
9785 9070 2
1198 3662 9
9873 6695 6
7096 2314 8
1908 5006 10
859 9328 7
3210 496 4
984 4560 8
8668 8688 8
4148 5383 1
1814 2921 7
2862 2402 2
7247 2966 6
9614 8733 7
2167 3598 3
108 4120 1
7118 5913 2
250 2597 7
9775 4492 5
5756 1687 6
5611 9578 2
4442 7932 9
8010 5358 7
8988 991 2
4799 4700 4
7014 2486 4
1084 8096 6
1543 6246 7
2873 9217 2
5585 6088 5
6657 3530 8
3998 4130 4
3903 6907 2
1639 2228 6
8634 3642 6
6116 1351 8
5416 2705 4
603 8518 8
9964 5337 1
9082 3865 2
4944 1934 10
9948 9094 3
5904 3042 6
5063 8938 3
3354 1230 2
6982 4831 9
8493 4378 6
7719 3943 9
3755 5805 4
8008 6303 9
1982 2377 3
7210 6110 8
5588 425 1
9979 6582 9
8515 5995 7
529 1096 1
448 5914 5
2480 4156 3
9464 676 8
8103 3923 3
1657 4304 2
3063 5905 1
8442 3771 7
1675 4303 4
5666 4024 7
8749 6579 6
4516 1498 10
1339 2779 6
6084 5713 5
5306 6319 6
121 4963 10
1093 7374 9
2673 7948 5
4861 2526 2
2810 5933 4
4482 6698 5
8498 880 2
7318 1260 10
6557 2706 10
1584 5973 9
9988 2111 6
2721 5395 3
1740 3578 3
9420 8027 3
776 8471 2
3585 9047 6
2999 341 6
1720 9155 1
8777 8066 2
9865 5379 8
3800 2889 4
1981 6918 9
8791 3181 2
3566 4801 6
7692 5201 9
367 2607 1
1632 7801 8
9879 2968 2
2657 2143 7
441 337 8
7776 3026 8
3302 278 8
9097 1338 7
6029 5024 4
1071 4889 3
3952 7170 1
3536 7517 3
7915 8 1
8631 6103 10
9023 7870 4
8329 378 3
809 6278 8
4998 9782 1
1372 8412 2
5057 7418 3
8906 2609 5
3198 6758 2
459 8280 7
4353 6588 10
335 9410 9
2463 4739 5
5149 5370 4
8484 6760 10
3535 7277 10
6256 7976 7
7935 9428 3
726 6238 8
7794 5897 1
874 7747 4
3330 3454 4
4582 6120 1
2816 6990 2
2954 319 6
3516 6079 7
2376 3096 6
7727 4964 7
6301 9191 3
3709 530 2
398 5534 5
4402 645 10
3059 5288 5
2550 9384 6
6910 6236 5
8610 3601 9
4526 2543 3
9476 3598 7
1019 7311 1
8966 2059 9
8795 9435 8
1749 4575 1
1833 6891 1
5600 9351 10
8133 8516 4
6705 1202 10
4362 8645 9
702 6286 10
8304 3863 1
299 2631 4
3176 7614 2
36 6443 4
5843 4795 8
1533 7155 4
6341 1083 5
2254 2606 4
7589 4812 6
1428 8884 4
8913 8569 9
5737 2812 4
8485 6235 5
1730 1717 8
2591 6965 5
5701 2782 10
8632 1520 8
6980 1747 9
9364 3147 1
4800 4931 9
3393 5276 9
674 2554 9
8155 5463 6
6227 4916 9
5669 7021 3
4323 1395 7
3203 3496 2
4306 1857 6
557 2949 7
388 2974 3
3384 1753 6
6645 4515 7
1138 300 6
175 9575 2
153 2055 1
7552 3570 6
2003 1099 3
4887 6758 4
2250 9893 1
1340 2760 3
3553 4388 6
2791 1390 7
9797 5299 7
6267 4030 1
384 6311 4
2380 4281 10
1441 1186 4
7971 3358 3
8267 8972 10
9216 1314 9
6231 896 7
5425 3408 3
5414 4648 3
6583 1943 6
8978 7411 10
6957 772 4
7714 1521 7
2088 7772 9
3994 2458 7
3032 1399 8
5798 7456 5
4396 5463 5
8150 7337 8
1058 6480 3
8501 4524 2
193 98 3
8618 5826 3
5594 8975 4
8701 4133 6
4160 847 4
5016 8691 10
8460 2745 4
1725 4927 6
6390 4211 9
7523 2641 4
1456 5081 2
2389 2133 2
8834 7147 10
2693 3042 2
5956 2777 10
4331 512 9
7166 7298 7
7521 3298 8
6226 5783 3
1918 9502 3
750 5212 9
2789 178 4
7609 2587 8
6260 5881 8
3231 7560 6
7650 690 10
4849 6861 2
4849 9183 10
4612 8342 1
8944 146 2
6737 8912 4
1928 870 6
1857 7993 3
9246 6127 3
2114 492 5
6246 9813 7
6989 3903 5
7871 5914 7
5951 6247 1
2017 787 9
5363 1559 4
179 4396 9
8956 2841 1
4345 1933 3
7944 9126 7
6799 6236 8
9409 7636 7
7275 7966 9
1422 9853 1
4237 2246 1
5996 3122 4
8353 6156 7
6951 9125 5
3610 9648 9
8255 9026 3
4434 7064 2
5945 1414 7
2574 6499 3
5547 6859 10
2810 6794 3
1434 3591 3
5771 654 6
8330 2237 9
1605 7467 1
7159 1262 3
4599 943 10
9116 1616 5
6847 8672 2
174 3365 2
4616 1551 5
1791 2722 1
6203 4897 5
2281 2776 8
932 1569 7
5045 8882 4
7032 6688 8
7917 9214 3
5189 8736 7
889 6626 6
3916 9660 10
1802 6757 9
3381 595 1
8424 4369 1
5909 7247 10
5581 1040 9
3250 939 4
5763 1924 6
6313 4428 1
1719 6335 1
3125 3342 7
6945 5220 1
5518 3456 6
3839 6086 10
1298 5596 3
5827 2261 10
5306 4585 4
61 3339 10
5174 3860 3
5181 4827 5
4129 2821 6
473 7813 7
1442 398 9
8386 9512 1
9990 1088 5
8733 8855 7
8053 5490 7
8802 6046 4
6066 1505 8
7919 1419 10
1941 385 8
1805 754 10
1536 3678 7
8725 8960 3
1377 8430 4
8142 8990 2
7188 1305 8
2397 1124 8
2892 5444 7
326 6426 3
313 1445 6
1294 2576 10
1104 5513 6
5629 3985 7
762 1434 9
1126 6500 10
4945 1121 9
3579 5854 7
4007 2087 2
6526 4963 4
2345 4365 4
2927 1537 1
8998 6258 7
7869 2895 6
2606 9003 8
1576 2358 4
2440 7038 9
3346 6685 1
5171 7606 8
5874 6667 3
995 7095 10
5714 4195 7
1169 8016 2
4278 2019 4
2806 1634 5
1714 2650 9
8526 1963 7
9736 2839 8
7319 4979 10
5249 4860 3
9144 6177 9
5451 2271 2
3784 9061 8
8019 4653 1
8430 5507 3
6325 3488 8
9963 7397 1
5202 5928 2
6647 6852 8
9223 2863 8
6195 9933 1
7354 1663 10
4770 2413 1
344 3608 8
480 6275 7
168 1118 8
1709 8524 5
1526 7488 9
6948 9986 10
152 1198 8
9476 9978 3
4288 1891 6
5315 5993 7
6292 8040 1
3933 3398 10
7795 7563 9
7562 8595 8
8925 808 10
1842 4855 6
3859 7451 1
5171 1539 3
5396 8261 10
2110 5611 9
2462 4722 1
1432 1723 4
8255 2313 5
9896 2322 1
9431 2386 7
51 6693 8
8234 4551 10
5958 9164 6
3607 6490 2
331 6277 3
9883 3474 7
6345 8633 10
9676 5360 8
1247 6008 5
4462 6679 1
7554 6908 10
181 447 6
2102 6343 8
7742 2053 10
8778 831 7
6773 1393 2
67 4105 2
3646 9625 6
8291 2663 2
3745 9669 5
6699 4730 6
3069 6699 4
2585 6386 7
1291 6712 7
262 4520 2
2634 2086 4
7283 674 2
4765 1214 8
4952 4710 3
3409 4462 10
5030 3443 8
3196 5730 1
3446 4160 2
2553 7773 1
5173 5714 3
697 4814 4
88 6686 1
2040 1368 8
1182 4036 8
9220 457 9
7296 7838 2
2288 5588 1
9593 3086 3
6034 628 6
8998 9018 6
2547 1615 5
4642 8626 1
5276 7041 5
5951 1602 7
8768 1302 1
6605 7416 9
9309 2114 2
449 7155 10
5315 3971 6
842 2677 8
1550 2039 9
66 4757 4
2022 9648 7
7781 6610 10
7081 7102 9
9996 5508 6
6189 7252 9
2933 1781 5
2103 1175 5
661 1636 3
213 9511 9
1105 6144 3
5112 5491 4
4484 9071 9
2844 8713 9
9791 8738 8
4429 5831 9
3043 9306 2
6933 9787 3
3735 5128 10
341 4263 8
9301 5664 1
4532 6615 8
716 3440 4
6085 4385 7
5283 4531 7
2021 929 6
6668 4011 3
8964 7164 2
5218 9802 9
616 5151 6
4080 4252 9
8290 1111 4
4874 456 2
9197 3437 1
4453 3367 3
9080 5972 2
5227 4026 4
33 8033 6
6057 2716 10
8143 9284 4
5851 9513 4
5192 3879 3
7088 9346 1
8075 3468 6
8970 6727 3
2043 7203 4
2238 8866 1
1329 1767 2
6085 9146 7
1404 4741 2
6992 305 6
6092 7396 1
7192 540 9
8096 5943 1
8006 6764 2
7214 8716 10
7397 4509 5
4689 9714 4
7548 4429 10
6231 4793 10
6594 3900 4
2570 6577 5
6362 6977 5
7430 5929 7
8556 920 6
4944 2296 6
2809 4137 4
7255 3505 4
7072 9582 4
3038 4611 9
7678 3947 3
491 4703 1
5309 552 8
3742 2158 5
6373 8454 6
2978 2788 5
1338 3330 1
581 5694 10
6268 3453 6
8410 2728 8
3971 5654 8
7507 2871 1
9329 6373 1
6776 5445 9
1446 2454 5
1641 7170 3
6021 5500 3
4207 331 1
3018 6644 9
1850 9948 6
3221 6809 6
6344 2023 4
6903 2672 6
7344 9803 5
9064 7197 3
2443 9248 4
7585 5273 7
7122 3131 1
598 9526 5
16 1916 2
9538 770 6
5671 2406 8
8308 2983 7
1306 4780 8
1808 7039 9
5922 2284 9
1315 950 10
1678 2975 7
133 407 2
4140 1138 2
4695 1928 10
5475 2873 5
1011 4234 9
3742 6704 6
8905 6395 7
2204 6741 8
7944 1455 9
3214 4417 6
1842 8863 6
616 4747 9
5702 9386 4
7191 3775 8
2640 4473 6
6782 8167 5
8162 9984 9
2920 9316 1
9509 4444 9
6002 3411 4
2215 1999 2
9671 2594 10
8368 1274 7
1696 1832 9
9115 6727 2
325 4009 3
4756 9781 2
2323 9901 4
4416 8406 10
144 1213 3
6463 5687 10
5502 1642 9
6151 4042 9
3034 9680 8
4844 9175 3
5090 1465 2
2565 9872 8
6216 7912 6
81 9698 6
5185 3651 7
962 1529 3
9347 1626 3
6399 3029 5
9778 1582 8
4723 1504 5
3337 5915 6
4290 2056 1
212 6931 10
4380 2467 9
7382 5088 8
7810 7366 5
8865 8763 1
1296 3671 8
932 4493 2
758 7764 8
3422 7266 8
7966 5173 4
1528 6982 4
7813 9007 6
2642 1700 10
2088 2307 5
6082 4868 1
4713 2168 3
2724 8490 7
3145 6396 9
9337 8275 10
6153 3633 9
5779 654 1
3009 3412 4
3261 5479 3
4703 9692 2
4025 5469 2
3757 1254 8
2444 8360 9
9312 7552 7
434 1733 4
7220 2681 2
5293 4032 10
3433 2914 3
343 7339 7
6757 7477 7
1664 3334 4
8528 7462 2
9183 9137 7
7501 5731 8
822 155 10
7139 3922 4
1248 1122 8
6269 7369 6
6208 4570 3
5553 5624 5
494 3955 6
756 6987 7
5658 9521 3
3226 3406 7
9214 231 5
3337 4480 4
5694 4688 4
4783 9412 6
2312 6416 3
4745 8102 8
5600 3899 9
4624 1545 4
7208 3190 8
7311 6934 10
1627 352 8
8997 3760 2
7412 4169 4
3119 3082 6
427 388 2
8846 2567 3
9070 1130 4
9866 8941 10
9510 530 1
1946 792 1
7318 119 4
6855 1147 7
4699 2488 6
8352 9399 10
9575 5148 6
9476 3162 6
7107 5690 8
1387 187 6
8017 9266 5
3326 8283 3
3322 5646 10
7536 1272 9
7466 4647 7
8749 3501 10
7150 4358 1
8725 8088 3
8020 7799 5
7610 7866 4
922 644 3
5867 4346 6
8859 1931 1
7165 4669 1
9521 9551 10
6741 1729 7
2181 1773 2
1123 8040 10
473 4574 1
258 6678 2
9885 465 6
2072 7998 9
3216 5543 7
6357 2849 3
915 2956 10
6772 5091 9
6994 3004 10
2491 7367 5
1216 3435 9
2305 8892 1
2218 2751 6
3463 3307 7
3715 2195 7
5062 2244 5
447 178 1
3283 2806 4
1293 580 4
2542 5095 6
9110 5484 3
8683 2585 7
6423 3796 8
1464 4319 3
3979 2614 6
3791 4652 10
4625 1916 2
9286 9661 3
6789 8524 4
3662 5474 5
4292 5893 7
8313 1989 10
1100 1174 1
947 9728 7
4087 7150 7
1674 3066 3
8025 8982 5
1970 3429 2
8486 2390 8
1479 7953 1
3792 4605 7
2451 6674 4
991 5887 2
62 5592 5
9500 6289 4
2655 6983 9
5902 6772 10
1929 840 10
8098 3904 3
4261 699 8
6905 5276 2
3673 1721 7
4808 7180 10
8451 7039 10
5429 3687 5
3794 7124 7
8172 1114 10
1659 1459 2
8620 7878 7
4821 1977 7
1482 7908 9
183 3965 10
52 3786 7
4066 8460 2
9923 4613 7
8482 5884 3
3579 8844 2
8211 7145 9
7366 828 2
7614 5878 2
3669 3016 1
1418 7874 6
3301 8849 8
9805 55 9
9857 364 8
9288 762 8
230 6773 6
1896 7237 5
5232 4355 3
4356 9524 7
2957 7590 6
3507 6890 10
2163 5939 3
8143 4034 6
3517 5332 8
2705 318 5
7336 8613 3
8340 3324 9
6030 8691 4
9411 9304 7
3334 1585 10
5441 3026 9
3819 7253 1
2876 4119 10
3411 6286 5
268 9031 7
5995 5745 1
4969 954 8
6708 6595 3
5120 6918 3
762 7472 6
5973 4585 9
8358 8108 10
2716 2124 4
6787 5 2
461 7204 5
4208 1974 2
2212 1701 5
6080 8448 6
8976 6309 3
3048 9563 1
8747 7389 3
1438 7153 7
1071 7380 5
3368 2313 7
2353 7231 3
3104 9278 1
3180 295 7
359 9947 4
2952 2921 8
1038 2741 9
1165 9095 2
2676 5289 8
2117 5913 9
2987 5352 4
5473 2543 5
5235 7359 9
756 8362 7
9768 5422 2
7949 1809 6
1474 8059 1
5882 2868 2
905 4782 7
4617 9607 2
2631 2500 9
1115 95 7
6426 4925 1
866 7957 7
9387 7860 4
758 8825 4
3110 1658 1
2637 3705 5
557 198 2
1003 147 3
3457 2091 5
4985 8439 5
1045 3721 6
9388 6057 7
463 992 2
2827 9029 6
121 3793 2
4873 863 3
7972 3431 6
4464 9147 9
6254 2983 4
5773 8931 1
1607 1321 9
7274 8258 7
7873 7106 9
1136 4115 2
6743 7872 6
2079 8639 7
8636 2255 5
1024 844 10
7909 8025 8
4554 2681 1
1926 4348 7
5028 986 1
2376 2537 8
8533 8606 7
5940 6524 6
9885 396 9
134 80 1
5177 9437 10
2502 8962 6
51 799 9
3643 7437 4
5840 66 2
231 2085 9
6336 2415 10
7212 6401 1
3970 4848 9
8637 1504 10
7567 4064 8
5327 488 5
1105 417 2
8676 7230 10
7021 882 6
1515 5360 10
3912 5888 8
1402 9237 1
6951 49 1
6695 833 8
6776 5589 6
3887 932 8
2166 4870 9
4499 5865 9
6467 1073 5
8992 9290 3
8178 7861 10
9851 8115 10
3977 3168 7
1182 390 4
0 186 9
3594 6735 4
360 8467 5
9207 8677 9
912 6901 6
138 3561 6
4873 6892 9
4467 136 6
7197 1218 7
9990 7227 4
1444 7053 7
6624 8600 6
8411 7796 5
826 1081 6
6779 836 6
8129 4296 8
2002 6063 8
1198 4510 2
6088 8480 3
156 7541 1
2249 3952 9
9192 5095 6
5699 166 3
4794 2823 10
9059 3051 6
1396 4371 6
668 738 9
7085 8448 8
6947 7941 5
6067 9546 5
2417 5037 2
5799 1539 7
6065 8675 4
1195 122 2
9013 1921 4
9986 851 7
6146 299 4
2076 1709 2
4623 6843 1
4356 6429 7
8700 5058 4
7472 8482 1
7012 8115 3
3369 468 3
8145 9419 1
8977 9711 4
4581 3182 10
2476 1487 6
6467 1529 3
7031 6337 5
8607 6721 9
9563 3165 3
6299 241 9
4938 5070 5
3355 1828 5
7587 3557 2
2571 4681 5
9680 5729 10
